month,predicted_units,lower_80,upper_80,lower_95,upper_95
2026-09-01,159.24144633501598,157.25752246895763,161.22537020107433,156.20356291511413,162.27932975491782
2026-10-01,168.45530727954673,166.47138341348838,170.43923114560508,165.41742385964488,171.49319069944858
2026-11-01,172.8136132580193,170.82968939196095,174.79753712407765,169.77572983811746,175.85149667792115
2026-12-01,171.63982135050935,169.655897484451,173.6237452165677,168.6019379306075,174.6777047704112
2027-01-01,165.86812084578935,163.884196979731,167.8520447118477,162.8302374258875,168.9060042656912
2027-02-01,157.77143357547723,155.78750970941888,159.75535744153558,154.7335501555754,160.80931699537908
